0.16881,141.00000,1.00000
0.20617,141.50000,2.00000
0.58850,320.50000,3.00000
0.63977,264.25000,3.00000
0.66977,259.75000,3.00000
0.69404,257.50000,4.00000
0.67632,381.00000,4.00000
0.70440,373.75000,5.00000
0.81921,249.75000,5.00000
0.80803,245.25000,5.00000
0.83367,245.00000,5.00000
0.86939,236.25000,5.00000
0.88766,233.50000,5.00000
0.90184,230.00000,5.00000
0.92202,227.25000,5.00000
0.94875,224.75000,5.00000
0.99266,221.75000,5.00000
0.99947,220.25000,5.00000
1.01202,219.00000,5.00000
1.05920,217.75000,5.00000
1.08156,216.75000,5.00000
1.10365,216.00000,5.00000
1.11401,218.50000,5.00000
1.16910,215.50000,6.00000
1.24027,138.25000,7.00000
1.24246,234.25000,7.00000
1.25364,237.00000,7.00000
1.30191,241.25000,7.00000
1.32400,240.00000,7.00000
1.36599,249.75000,7.00000
1.38317,241.75000,7.00000
1.38263,248.75000,7.00000
1.45871,261.00000,7.00000
1.46499,261.25000,7.00000
1.53507,270.75000,7.00000
1.55143,274.50000,8.00000
1.62452,235.00000,8.00000
1.67879,237.00000,8.00000
1.69515,247.50000,8.00000
1.71751,251.00000,8.00000
1.75760,255.75000,8.00000
1.76224,261.00000,9.00000
1.87814,186.75000,10.00000
2.03276,214.50000,10.00000
2.10339,210.00000,10.00000
2.12139,206.75000,10.00000
2.14348,207.00000,10.00000
2.16557,207.75000,10.00000
2.18766,208.00000,10.00000
2.20975,208.75000,11.00000
2.52745,152.25000,11.00000
2.55554,143.75000,12.00000
2.57409,218.25000,13.00000
2.54873,312.00000,14.00000
2.58745,291.00000,15.00000
2.59209,360.25000,16.00000
2.81462,262.50000,16.00000
2.83889,261.75000,16.00000
2.87870,263.00000,16.00000
2.90025,264.00000,16.00000
2.91415,265.25000,16.00000
2.92288,266.75000,16.00000
2.95942,267.75000,16.00000
2.97088,269.25000,16.00000
2.99242,271.25000,16.00000
3.02433,272.75000,16.00000
3.04260,274.25000,16.00000
3.06714,277.25000,16.00000
3.07696,279.25000,16.00000
3.09905,281.75000,16.00000
3.12305,284.25000,16.00000
3.13368,287.25000,16.00000
3.16368,289.75000,16.00000
3.17923,292.50000,16.00000
3.20486,295.75000,16.00000
3.21768,299.25000,16.00000
3.24740,304.25000,16.00000
3.26431,308.00000,16.00000
3.28258,312.00000,16.00000
3.30985,315.75000,16.00000
3.32949,321.00000,16.00000
3.35458,326.50000,16.00000
3.37230,331.25000,16.00000
3.39412,337.25000,16.00000
3.41539,343.25000,16.00000
3.43175,349.25000,16.00000
3.45193,356.50000,16.00000
3.47702,363.50000,16.00000
3.49339,371.00000,16.00000
3.51111,379.50000,16.00000
3.53484,387.50000,16.00000
3.55774,397.75000,16.00000
3.57411,409.75000,17.00000
4.03171,445.00000,17.00000
4.06062,427.25000,17.00000
4.07998,408.25000,17.00000
4.10752,401.75000,17.00000
4.12934,382.00000,17.00000
4.15634,379.75000,18.00000
4.18034,358.75000,18.00000
4.20052,353.50000,18.00000
4.22233,351.50000,18.00000
4.25424,348.75000,18.00000
4.27006,346.00000,18.00000
4.29269,344.50000,18.00000
4.32024,329.00000,18.00000
4.35023,319.25000,18.00000
4.36523,316.00000,18.00000
4.39687,316.25000,18.00000
4.40587,321.00000,18.00000
4.42823,324.50000,18.00000
4.45604,323.00000,18.00000
4.47350,323.00000,18.00000
4.50349,323.00000,18.00000
4.52313,323.00000,18.00000
4.54276,325.50000,18.00000
4.56431,314.75000,18.00000
4.58694,314.50000,18.00000
4.61776,304.50000,18.00000
4.64448,311.50000,18.00000
4.65457,322.75000,19.00000
4.70339,415.25000,20.00000
4.74811,291.50000,20.00000
4.77238,281.25000,20.00000
4.80211,271.75000,20.00000
4.84520,265.25000,20.00000
4.85529,260.75000,20.00000
4.88883,256.50000,20.00000
4.90083,255.50000,20.00000
4.91856,257.00000,20.00000
4.93410,260.00000,21.00000
5.51442,785.50000,21.00000
5.53842,779.50000,21.00000
5.56106,779.50000,21.00000
5.58124,790.25000,21.00000
